"TOKEN";"COMMENT";"DO NOT TRANSLATE";CONSTRAINT;"REFTEXT";"CLASSEMENT";"ExisteDansSlayer"
"103";"              ";"@@@@@";;"Dyer";;
"104";"              ";"@@@@@";;"Easterlin";;
"105";"              ";"@@@@@";;"Eaton";;
"106";"              ";"@@@@@";;"Eden";;
"107";"              ";"@@@@@";;"Edwards";;
"108";"              ";"@@@@@";;"Ellias";;
"109";"              ";"@@@@@";;"Elliott";;
"11";"               ";"@@@@@";;"Arias";;
"110";"              ";"@@@@@";;"Ellis";;
"111";"              ";"@@@@@";;"Ellison";;
"112";"              ";"@@@@@";;"English";;
"113";"              ";"@@@@@";;"Erickson";;
"114";"              ";"@@@@@";;"Esparza";;
"115";"              ";"@@@@@";;"Espinoza";;
"116";"              ";"@@@@@";;"Estes";;
"117";"              ";"@@@@@";;"Everett";;
"118";"              ";"@@@@@";;"Ewing";;
"119";"              ";"@@@@@";;"Farley";;
"12";"               ";"@@@@@";;"Arroyo";;
"120";"              ";"@@@@@";;"Farrell";;
"121";"              ";"@@@@@";;"Ferguson";;
"122";"              ";"@@@@@";;"Field";;
"123";"              ";"@@@@@";;"Figueroa";;
"124";"              ";"@@@@@";;"Fineberg";;
"125";"              ";"@@@@@";;"Fireman";;
"126";"              ";"@@@@@";;"Fischer";;
"127";"              ";"@@@@@";;"Fitzgerald";;
"128";"              ";"@@@@@";;"Fletcher";;
"129";"              ";"@@@@@";;"Flynn";;
"13";"               ";"@@@@@";;"Ashley";;
"130";"              ";"@@@@@";;"Forbes";;
"131";"              ";"@@@@@";;"Fox";;
"132";"              ";"@@@@@";;"Foxman";;
"133";"              ";"@@@@@";;"Frank";;
"134";"              ";"@@@@@";;"Fread";;
"135";"              ";"@@@@@";;"Freedman";;
"136";"              ";"@@@@@";;"French";;
"137";"              ";"@@@@@";;"Friedman";;
"138";"              ";"@@@@@";;"Fritz";;
"139";"              ";"@@@@@";;"Fry";;
"14";"               ";"@@@@@";;"Atkins";;
"140";"              ";"@@@@@";;"Fuller";;
"141";"              ";"@@@@@";;"Gaines";;
"142";"              ";"@@@@@";;"Galvan";;
"143";"              ";"@@@@@";;"Garcia";;
"144";"              ";"@@@@@";;"Garlick";;
"145";"              ";"@@@@@";;"Garner";;
"146";"              ";"@@@@@";;"Garrett";;
"147";"              ";"@@@@@";;"Garrison";;
"148";"              ";"@@@@@";;"Gentry";;
"149";"              ";"@@@@@";;"George";;
"15";"               ";"@@@@@";;"Au";;
"150";"              ";"@@@@@";;"Giles";;
"151";"              ";"@@@@@";;"Gill";;
"152";"              ";"@@@@@";;"Gittleman";;
"153";"              ";"@@@@@";;"Gladstone";;
"154";"              ";"@@@@@";;"Glenn";;
"155";"              ";"@@@@@";;"Goldwire";;
"156";"              ";"@@@@@";;"Goleman";;
"157";"              ";"@@@@@";;"Gonzales";;
"158";"              ";"@@@@@";;"Gonzalez";;
"159";"              ";"@@@@@";;"Goodman";;
"16";"               ";"@@@@@";;"Avery";;
"160";"              ";"@@@@@";;"Gordon";;
"161";"              ";"@@@@@";;"Graham";;
"162";"              ";"@@@@@";;"Graves";;
"163";"              ";"@@@@@";;"Greene";;
"164";"              ";"@@@@@";;"Greenleaf";;
"165";"              ";"@@@@@";;"Griffith";;
"166";"              ";"@@@@@";;"Gross";;
"167";"              ";"@@@@@";;"Guerrero";;
"168";"              ";"@@@@@";;"Guzman";;
"169";"              ";"@@@@@";;"Haas";;
"17";"               ";"@@@@@";;"Avila";;
"170";"              ";"@@@@@";;"Hale";;
"171";"              ";"@@@@@";;"Hamilton";;
"172";"              ";"@@@@@";;"Hampton";;
"173";"              ";"@@@@@";;"Hanson";;
"174";"              ";"@@@@@";;"Harkleroad";;
"175";"              ";"@@@@@";;"Harmon";;
"176";"              ";"@@@@@";;"Harris";;
"177";"              ";"@@@@@";;"Hatfield";;
"178";"              ";"@@@@@";;"Hayden";;
"179";"              ";"@@@@@";;"Haynes";;
"18";"               ";"@@@@@";;"Ayers";;
"180";"              ";"@@@@@";;"Henderson";;
"181";"              ";"@@@@@";;"Hendrix";;
"182";"              ";"@@@@@";;"Hensley";;
"183";"              ";"@@@@@";;"Hernandez";;
"184";"              ";"@@@@@";;"Hess";;
"185";"              ";"@@@@@";;"Hickman";;
"186";"              ";"@@@@@";;"Higgins";;
"187";"              ";"@@@@@";;"Hipple";;
"188";"              ";"@@@@@";;"Ho";;
"189";"              ";"@@@@@";;"Hodge";;
"19";"               ";"@@@@@";;"Bailey";;
"190";"              ";"@@@@@";;"Hoffman";;
"191";"              ";"@@@@@";;"Hollingsworth";;
"192";"              ";"@@@@@";;"Holmes";;
"193";"              ";"@@@@@";;"Hoover";;
"194";"              ";"@@@@@";;"Horton";;
"195";"              ";"@@@@@";;"Houston";;
"196";"              ";"@@@@@";;"Howe";;
"197";"              ";"@@@@@";;"Huber";;
"198";"              ";"@@@@@";;"Huerta";;
"199";"              ";"@@@@@";;"Humphrey";;
"2";"                ";"@@@@@";;"Acosta";;
"20";"               ";"@@@@@";;"Baldwin";;
"200";"              ";"@@@@@";;"Hungreh";;
"201";"              ";"@@@@@";;"Hurst";;
"202";"              ";"@@@@@";;"Huynh";;
"203";"              ";"@@@@@";;"Hyde";;
"204";"              ";"@@@@@";;"Ibarra";;
"205";"              ";"@@@@@";;"Imler";;
"206";"              ";"@@@@@";;"Ingram";;
"208";"              ";"@@@@@";;"Jacks";;
"209";"              ";"@@@@@";;"Jackson";;
"21";"               ";"@@@@@";;"Barajas";;
"210";"              ";"@@@@@";;"Jacobs";;
"212";"              ";"@@@@@";;"Jang";;
"214";"              ";"@@@@@";;"Jefferson";;
"215";"              ";"@@@@@";;"Jimenez";;
"216";"              ";"@@@@@";;"Johns";;
"217";"              ";"@@@@@";;"Jordan";;
"218";"              ";"@@@@@";;"Joseph";;
"219";"              ";"@@@@@";;"Joyce";;
"22";"               ";"@@@@@";;"Barnes";;
"220";"              ";"@@@@@";;"Juarez";;
"221";"              ";"@@@@@";;"Kaiser";;
"222";"              ";"@@@@@";;"Kane";;
"223";"              ";"@@@@@";;"Kaplan";;
"224";"              ";"@@@@@";;"Kaufman";;
"225";"              ";"@@@@@";;"Keith";;
"226";"              ";"@@@@@";;"Kelly";;
"227";"              ";"@@@@@";;"Kemp";;
"228";"              ";"@@@@@";;"Kennedy";;
"229";"              ";"@@@@@";;"Kent";;
"23";"               ";"@@@@@";;"Barr";;
"230";"              ";"@@@@@";;"Kerr";;
"231";"              ";"@@@@@";;"Key";;
"232";"              ";"@@@@@";;"Kidd";;
"233";"              ";"@@@@@";;"Kim";;
"234";"              ";"@@@@@";;"Kinderman";;
"235";"              ";"@@@@@";;"King";;
"236";"              ";"@@@@@";;"Kitelinger";;
"237";"              ";"@@@@@";;"Klein";;
"238";"              ";"@@@@@";;"Klish";;
"239";"              ";"@@@@@";;"Knapp";;
"24";"               ";"@@@@@";;"Barton";;
"240";"              ";"@@@@@";;"Knox";;
"241";"              ";"@@@@@";;"Koch";;
"242";"              ";"@@@@@";;"Kook";;
"243";"              ";"@@@@@";;"Kooker";;
"244";"              ";"@@@@@";;"Kramer";;
"245";"              ";"@@@@@";;"Krause";;
"246";"              ";"@@@@@";;"Lam";;
"247";"              ";"@@@@@";;"Lamb";;
"248";"              ";"@@@@@";;"Landry";;
"249";"              ";"@@@@@";;"Lane";;
"25";"               ";"@@@@@";;"Bautista";;
"250";"              ";"@@@@@";;"Lang";;
"251";"              ";"@@@@@";;"Lara";;
"252";"              ";"@@@@@";;"Larsen";;
"253";"              ";"@@@@@";;"Larson";;
"254";"              ";"@@@@@";;"Le";;
"255";"              ";"@@@@@";;"Leach";;
"256";"              ";"@@@@@";;"Leblanc";;
"257";"              ";"@@@@@";;"Lee";;
"258";"              ";"@@@@@";;"Leon";;
"259";"              ";"@@@@@";;"Lepley";;
"26";"               ";"@@@@@";;"Beasley";;
"260";"              ";"@@@@@";;"Levine";;
"261";"              ";"@@@@@";;"Levy";;
"262";"              ";"@@@@@";;"Li";;
"263";"              ";"@@@@@";;"Lin";;
"264";"              ";"@@@@@";;"Lindsey";;
"265";"              ";"@@@@@";;"Liu";;
"266";"              ";"@@@@@";;"Livingston";;
"267";"              ";"@@@@@";;"Lloyd";;
"268";"              ";"@@@@@";;"Logan";;
"269";"              ";"@@@@@";;"Lopez";;
"27";"               ";"@@@@@";;"Beltran";;
"270";"              ";"@@@@@";;"Lowery";;
"271";"              ";"@@@@@";;"Lozano";;
"272";"              ";"@@@@@";;"Lucero";;
"273";"              ";"@@@@@";;"Luna";;
"274";"              ";"@@@@@";;"Lutz";;
"275";"              ";"@@@@@";;"Lynch";;
"276";"              ";"@@@@@";;"Lynn";;
"277";"              ";"@@@@@";;"Lyons";;
"278";"              ";"@@@@@";;"Macdonald";;
"279";"              ";"@@@@@";;"Madden";;
"28";"               ";"@@@@@";;"Bennett";;
"280";"              ";"@@@@@";;"Mahoney";;
"281";"              ";"@@@@@";;"Malich";;
"282";"              ";"@@@@@";;"Mann";;
"283";"              ";"@@@@@";;"Marks";;
"284";"              ";"@@@@@";;"Marsh";;
"285";"              ";"@@@@@";;"Martinez";;
"286";"              ";"@@@@@";;"Massey";;
"287";"              ";"@@@@@";;"Mathis";;
"288";"              ";"@@@@@";;"Maxwell";;
"289";"              ";"@@@@@";;"Maynard";;
"29";"               ";"@@@@@";;"Benson";;
"290";"              ";"@@@@@";;"Mays";;
"291";"              ";"@@@@@";;"McCall";;
"292";"              ";"@@@@@";;"McCarty";;
"293";"              ";"@@@@@";;"McClure";;
"294";"              ";"@@@@@";;"McCormick";;
"295";"              ";"@@@@@";;"McCullough";;
"296";"              ";"@@@@@";;"McFarland";;
"297";"              ";"@@@@@";;"McIntosh";;
"298";"              ";"@@@@@";;"McKay";;
"299";"              ";"@@@@@";;"McKnight";;
"3";"                ";"@@@@@";;"Adkins";;
"30";"               ";"@@@@@";;"Berger";;
"300";"              ";"@@@@@";;"McLane";;
"301";"              ";"@@@@@";;"McLean";;
"302";"              ";"@@@@@";;"McPherson";;
"303";"              ";"@@@@@";;"Mejia";;
"304";"              ";"@@@@@";;"Melton";;
"305";"              ";"@@@@@";;"Mercado";;
"306";"              ";"@@@@@";;"Merritt";;
"307";"              ";"@@@@@";;"Michael";;
"308";"              ";"@@@@@";;"Mitchell";;
"309";"              ";"@@@@@";;"Monroe";;
"31";"               ";"@@@@@";;"Best";;
"310";"              ";"@@@@@";;"Montgomery";;
"311";"              ";"@@@@@";;"Mooney";;
"312";"              ";"@@@@@";;"Morales";;
"313";"              ";"@@@@@";;"Moreno";;
"314";"              ";"@@@@@";;"Morrison";;
"315";"              ";"@@@@@";;"Morse";;
"316";"              ";"@@@@@";;"Moss";;
"317";"              ";"@@@@@";;"Mueller";;
"318";"              ";"@@@@@";;"Mullins";;
"319";"              ";"@@@@@";;"Nash";;
"32";"               ";"@@@@@";;"Bishop";;
"320";"              ";"@@@@@";;"Natt";;
"321";"              ";"@@@@@";;"Navarro";;
"322";"              ";"@@@@@";;"Neal";;
"323";"              ";"@@@@@";;"Needle";;
"324";"              ";"@@@@@";;"Needleman";;
"325";"              ";"@@@@@";;"New";;
"326";"              ";"@@@@@";;"Newberg";;
"327";"              ";"@@@@@";;"Newcomer";;
"328";"              ";"@@@@@";;"Newfield";;
"329";"              ";"@@@@@";;"Newton";;
"33";"               ";"@@@@@";;"Blair";;
"330";"              ";"@@@@@";;"Nichols";;
"331";"              ";"@@@@@";;"Nicholson";;
"332";"              ";"@@@@@";;"Nick";;
"333";"              ";"@@@@@";;"Nixon";;
"334";"              ";"@@@@@";;"Noble";;
"335";"              ";"@@@@@";;"Nolan";;
"336";"              ";"@@@@@";;"Norman";;
"337";"              ";"@@@@@";;"Norris";;
"338";"              ";"@@@@@";;"Norton";;
"339";"              ";"@@@@@";;"Novak";;
"34";"               ";"@@@@@";;"Blevins";;
"340";"              ";"@@@@@";;"Ochoa";;
"341";"              ";"@@@@@";;"Oconnell";;
"342";"              ";"@@@@@";;"Oconnor";;
"343";"              ";"@@@@@";;"Odom";;
"344";"              ";"@@@@@";;"Odonnell";;
"345";"              ";"@@@@@";;"Oliver";;
"346";"              ";"@@@@@";;"Olsen";;
"347";"              ";"@@@@@";;"Oneal";;
"348";"              ";"@@@@@";;"Orozco";;
"349";"              ";"@@@@@";;"Orr";;
"35";"               ";"@@@@@";;"Bloomingdale";;
"350";"              ";"@@@@@";;"Osborn";;
"351";"              ";"@@@@@";;"Osborne";;
"352";"              ";"@@@@@";;"Ostrow";;
"353";"              ";"@@@@@";;"Owen";;
"354";"              ";"@@@@@";;"Pace";;
"355";"              ";"@@@@@";;"Pacheco";;
"356";"              ";"@@@@@";;"Page";;
"357";"              ";"@@@@@";;"Palmer";;
"358";"              ";"@@@@@";;"Park";;
"359";"              ";"@@@@@";;"Parker";;
"36";"               ";"@@@@@";;"Bond";;
"360";"              ";"@@@@@";;"Patel";;
"361";"              ";"@@@@@";;"Patrick";;
"362";"              ";"@@@@@";;"Patterson";;
"363";"              ";"@@@@@";;"Pearson";;
"364";"              ";"@@@@@";;"Peck";;
"365";"              ";"@@@@@";;"Pena";;
"366";"              ";"@@@@@";;"Perez";;
"367";"              ";"@@@@@";;"Perkins";;
"368";"              ";"@@@@@";;"Perry";;
"369";"              ";"@@@@@";;"Pershing";;
"37";"               ";"@@@@@";;"Booth";;
"370";"              ";"@@@@@";;"Petty";;
"371";"              ";"@@@@@";;"Phelps";;
"372";"              ";"@@@@@";;"Polish";;
"373";"              ";"@@@@@";;"Ponce";;
"374";"              ";"@@@@@";;"Porter";;
"375";"              ";"@@@@@";;"Preston";;
"376";"              ";"@@@@@";;"Pruitt";;
"377";"              ";"@@@@@";;"Pugh";;
"378";"              ";"@@@@@";;"Quinn";;
"379";"              ";"@@@@@";;"Ramirez";;
"38";"               ";"@@@@@";;"Boyle";;
"380";"              ";"@@@@@";;"Ramsey";;
"381";"              ";"@@@@@";;"Randolph";;
"382";"              ";"@@@@@";;"Rasmussen";;
"383";"              ";"@@@@@";;"Raymond";;
"384";"              ";"@@@@@";;"Reese";;
"385";"              ";"@@@@@";;"Reid";;
"386";"              ";"@@@@@";;"Reyes";;
"387";"              ";"@@@@@";;"Rhodes";;
"388";"              ";"@@@@@";;"Rich";;
"389";"              ";"@@@@@";;"Richards";;
"39";"               ";"@@@@@";;"Brady";;
"390";"              ";"@@@@@";;"Richmond";;
"391";"              ";"@@@@@";;"Ridlehoover";;
"392";"              ";"@@@@@";;"Riley";;
"393";"              ";"@@@@@";;"Ritter";;
"394";"              ";"@@@@@";;"Rivera";;
"395";"              ";"@@@@@";;"Roach";;
"396";"              ";"@@@@@";;"Roberson";;
"397";"              ";"@@@@@";;"Robinson";;
"398";"              ";"@@@@@";;"Rocha";;
"399";"              ";"@@@@@";;"Rodenbaugh";;
"4";"                ";"@@@@@";;"Aguirre";;
"40";"               ";"@@@@@";;"Bray";;
"400";"              ";"@@@@@";;"Rodriguez";;
"401";"              ";"@@@@@";;"Rojas";;
"402";"              ";"@@@@@";;"Roman";;
"403";"              ";"@@@@@";;"Romero";;
"404";"              ";"@@@@@";;"Roosevelt";;
"405";"              ";"@@@@@";;"Rosario";;
"406";"              ";"@@@@@";;"Ross";;
"407";"              ";"@@@@@";;"Rowe";;
"408";"              ";"@@@@@";;"Roy";;
"409";"              ";"@@@@@";;"Rubio";;
"41";"               ";"@@@@@";;"Briggs";;
"410";"              ";"@@@@@";;"Rush";;
"411";"              ";"@@@@@";;"Salas";;
"412";"              ";"@@@@@";;"Salinas";;
"413";"              ";"@@@@@";;"Salsbury";;
"414";"              ";"@@@@@";;"Samudio";;
"415";"              ";"@@@@@";;"Sanders";;
"416";"              ";"@@@@@";;"Sanford";;
"417";"              ";"@@@@@";;"Santiago";;
"418";"              ";"@@@@@";;"Saunders";;
"419";"              ";"@@@@@";;"Sawyer";;
"42";"               ";"@@@@@";;"Browdy";;
"420";"              ";"@@@@@";;"Saylor";;
"421";"              ";"@@@@@";;"Schmidt";;
"422";"              ";"@@@@@";;"Schroeder";;
"423";"              ";"@@@@@";;"Schwartz";;
"424";"              ";"@@@@@";;"Sellers";;
"425";"              ";"@@@@@";;"Settlemire";;
"426";"              ";"@@@@@";;"Shaffer";;
"427";"              ";"@@@@@";;"Shannon";;
"428";"              ";"@@@@@";;"Shaw";;
"429";"              ";"@@@@@";;"Sheckles";;
"43";"               ";"@@@@@";;"Bruce";;
"430";"              ";"@@@@@";;"Shepard";;
"431";"              ";"@@@@@";;"Sheppard";;
"432";"              ";"@@@@@";;"Sheridan";;
"433";"              ";"@@@@@";;"Shields";;
"434";"              ";"@@@@@";;"Sickafoose";;
"435";"              ";"@@@@@";;"Simmons";;
"436";"              ";"@@@@@";;"Simpson";;
"437";"              ";"@@@@@";;"Singh";;
"438";"              ";"@@@@@";;"Skinner";;
"439";"              ";"@@@@@";;"Sky";;
"44";"               ";"@@@@@";;"Bryant";;
"440";"              ";"@@@@@";;"Small";;
"441";"              ";"@@@@@";;"Snyder";;
"442";"              ";"@@@@@";;"Solloway";;
"443";"              ";"@@@@@";;"Solway";;
"444";"              ";"@@@@@";;"Soto";;
"445";"              ";"@@@@@";;"Spears";;
"446";"              ";"@@@@@";;"Spencer";;
"447";"              ";"@@@@@";;"Stalls";;
"448";"              ";"@@@@@";;"Stanton";;
"449";"              ";"@@@@@";;"Steele";;
"45";"               ";"@@@@@";;"Buck";;
"450";"              ";"@@@@@";;"Stevens";;
"451";"              ";"@@@@@";;"Stewart";;
"452";"              ";"@@@@@";;"Stone";;
"453";"              ";"@@@@@";;"Strickland";;
"454";"              ";"@@@@@";;"Strong";;
"455";"              ";"@@@@@";;"Sugerman";;
"456";"              ";"@@@@@";;"Swanson";;
"457";"              ";"@@@@@";;"Tan";;
"458";"              ";"@@@@@";;"Tanguma";;
"459";"              ";"@@@@@";;"Tannen";;
"46";"               ";"@@@@@";;"Burgess";;
"460";"              ";"@@@@@";;"Tanner";;
"461";"              ";"@@@@@";;"Tarnoff";;
"462";"              ";"@@@@@";;"Tate";;
"463";"              ";"@@@@@";;"Taylor";;
"464";"              ";"@@@@@";;"Teaff";;
"465";"              ";"@@@@@";;"Terrell";;
"466";"              ";"@@@@@";;"Terry";;
"467";"              ";"@@@@@";;"Thobe";;
"468";"              ";"@@@@@";;"Thornton";;
"469";"              ";"@@@@@";;"Todd";;
"47";"               ";"@@@@@";;"Burston";;
"470";"              ";"@@@@@";;"Tran";;
"471";"              ";"@@@@@";;"Travis";;
"472";"              ";"@@@@@";;"Trevino";;
"473";"              ";"@@@@@";;"Tyler";;
"474";"              ";"@@@@@";;"Tyrone";;
"475";"              ";"@@@@@";;"Underwood";;
"476";"              ";"@@@@@";;"Uran";;
"477";"              ";"@@@@@";;"Vance";;
"478";"              ";"@@@@@";;"Vaughn";;
"479";"              ";"@@@@@";;"Vazquez";;
"48";"               ";"@@@@@";;"Bush";;
"480";"              ";"@@@@@";;"Vega";;
"481";"              ";"@@@@@";;"Velasquez";;
"482";"              ";"@@@@@";;"Venzor";;
"483";"              ";"@@@@@";;"Villa";;
"484";"              ";"@@@@@";;"Villanueva";;
"485";"              ";"@@@@@";;"Villarreal";;
"486";"              ";"@@@@@";;"Villegas";;
"487";"              ";"@@@@@";;"Vincent";;
"488";"              ";"@@@@@";;"Wagner";;
"489";"              ";"@@@@@";;"Wall";;
"49";"               ";"@@@@@";;"Cabrera";;
"490";"              ";"@@@@@";;"Waller";;
"491";"              ";"@@@@@";;"Walsh";;
"492";"              ";"@@@@@";;"Walters";;
"493";"              ";"@@@@@";;"Wang";;
"494";"              ";"@@@@@";;"Ware";;
"495";"              ";"@@@@@";;"Waters";;
"496";"              ";"@@@@@";;"Watts";;
"497";"              ";"@@@@@";;"Webster";;
"498";"              ";"@@@@@";;"Weiss";;
"499";"              ";"@@@@@";;"Wells";;
"5";"                ";"@@@@@";;"Ali";;
"50";"               ";"@@@@@";;"Calhoun";;
"500";"              ";"@@@@@";;"West";;
"501";"              ";"@@@@@";;"Wetherby";;
"502";"              ";"@@@@@";;"Whitaker";;
"503";"              ";"@@@@@";;"Whitehead";;
"504";"              ";"@@@@@";;"Wiggins";;
"505";"              ";"@@@@@";;"Wiley";;
"506";"              ";"@@@@@";;"Wilkinson";;
"507";"              ";"@@@@@";;"Willis";;
"508";"              ";"@@@@@";;"Winters";;
"509";"              ";"@@@@@";;"Wolf";;
"51";"               ";"@@@@@";;"Campbell";;
"510";"              ";"@@@@@";;"Wolin";;
"511";"              ";"@@@@@";;"Woods";;
"512";"              ";"@@@@@";;"Woodward";;
"514";"              ";"@@@@@";;"Yang";;
"515";"              ";"@@@@@";;"York";;
"516";"              ";"@@@@@";;"Young";;
"517";"              ";"@@@@@";;"Yu";;
"518";"              ";"@@@@@";;"Zamora";;
"519";"              ";"@@@@@";;"Zaret";;
"52";"               ";"@@@@@";;"Cannon";;
"520";"              ";"@@@@@";;"Zavala";;
"521";"              ";"@@@@@";;"Zertuche";;
"522";"              ";"@@@@@";;"Zhang";;
"523";"              ";"@@@@@";;"Zimmerman";;
"524";"              ";"@@@@@";;"Agoncillo";;
"525";"              ";"@@@@@";;"Ahearn";;
"526";"              ";"@@@@@";;"Alers";;
"527";"              ";"@@@@@";;"Alves";;
"528";"              ";"@@@@@";;"Amadeus ";;
"529";"              ";"@@@@@";;"Andrese";;
"53";"               ";"@@@@@";;"Carcano";;
"530";"              ";"@@@@@";;"Andrew";;
"531";"              ";"@@@@@";;"Antrim";;
"532";"              ";"@@@@@";;"Apanian";;
"533";"              ";"@@@@@";;"Apollo";;
"534";"              ";"@@@@@";;"Asa";;
"535";"              ";"@@@@@";;"Ashby";;
"536";"              ";"@@@@@";;"Beale";;
"537";"              ";"@@@@@";;"Bellmio";;
"538";"              ";"@@@@@";;"Bergquist";;
"539";"              ";"@@@@@";;"Binkley";;
"54";"               ";"@@@@@";;"Carey";;
"540";"              ";"@@@@@";;"Binkowski";;
"541";"              ";"@@@@@";;"Boselli";;
"542";"              ";"@@@@@";;"Bottner";;
"543";"              ";"@@@@@";;"Brady";;
"544";"              ";"@@@@@";;"Breen";;
"545";"              ";"@@@@@";;"Briseno";;
"546";"              ";"@@@@@";;"Brock";;
"547";"              ";"@@@@@";;"Brody";;
"548";"              ";"@@@@@";;"Broughear";;
"549";"              ";"@@@@@";;"Brouillette";;
"55";"               ";"@@@@@";;"Carr";;
"550";"              ";"@@@@@";;"Bruner";;
"551";"              ";"@@@@@";;"Burger";;
"552";"              ";"@@@@@";;"Burkhalter";;
"553";"              ";"@@@@@";;"Buske";;
"554";"              ";"@@@@@";;"Byrum";;
"555";"              ";"@@@@@";;"Cabrera";;
"556";"              ";"@@@@@";;"Callaway";;
"557";"              ";"@@@@@";;"Campaigne";;
"558";"              ";"@@@@@";;"Carter";;
"559";"              ";"@@@@@";;"Catando";;
"56";"               ";"@@@@@";;"Case";;
"560";"              ";"@@@@@";;"Casillas";;
"561";"              ";"@@@@@";;"Cauldwell";;
"562";"              ";"@@@@@";;"Cavalli";;
"563";"              ";"@@@@@";;"Chiapponi";;
"564";"              ";"@@@@@";;"Collazo";;
"565";"              ";"@@@@@";;"Converse";;
"566";"              ";"@@@@@";;"Coss";;
"567";"              ";"@@@@@";;"Craddock";;
"568";"              ";"@@@@@";;"Davenport";;
"569";"              ";"@@@@@";;"Davis";;
"57";"               ";"@@@@@";;"Castro";;
"570";"              ";"@@@@@";;"Dearborn";;
"571";"              ";"@@@@@";;"Denny";;
"572";"              ";"@@@@@";;"Denton";;
"573";"              ";"@@@@@";;"DeOcampo";;
"574";"              ";"@@@@@";;"Dobson";;
"575";"              ";"@@@@@";;"Durao";;
"576";"              ";"@@@@@";;"Eaton";;
"577";"              ";"@@@@@";;"Edwards";;
"578";"              ";"@@@@@";;"Ehlinger";;
"579";"              ";"@@@@@";;"Ethan";;
"58";"               ";"@@@@@";;"Chaney";;
"580";"              ";"@@@@@";;"Evert";;
"581";"              ";"@@@@@";;"Farris";;
"582";"              ";"@@@@@";;"Fennell";;
"583";"              ";"@@@@@";;"Fernandez";;
"584";"              ";"@@@@@";;"Fisch";;
"585";"              ";"@@@@@";;"Fletcher";;
"586";"              ";"@@@@@";;"Flippin";;
"587";"              ";"@@@@@";;"Floyd";;
"588";"              ";"@@@@@";;"Frid";;
"589";"              ";"@@@@@";;"Gammon";;
"59";"               ";"@@@@@";;"Chavez";;
"590";"              ";"@@@@@";;"Gann";;
"591";"              ";"@@@@@";;"Garland";;
"592";"              ";"@@@@@";;"Garrett";;
"593";"              ";"@@@@@";;"Gold";;
"594";"              ";"@@@@@";;"Graham";;
"595";"              ";"@@@@@";;"Gregory";;
"596";"              ";"@@@@@";;"Grimes";;
"597";"              ";"@@@@@";;"Grubb";;
"598";"              ";"@@@@@";;"Haas";;
"599";"              ";"@@@@@";;"Hagan";;
"6";"                ";"@@@@@";;"Alpine";;
"60";"               ";"@@@@@";;"Choi";;
"600";"              ";"@@@@@";;"Hall";;
"601";"              ";"@@@@@";;"Harrington";;
"602";"              ";"@@@@@";;"Hatch";;
"603";"              ";"@@@@@";;"Holguin";;
"604";"              ";"@@@@@";;"Engelhardt";;
"605";"              ";"@@@@@";;"Hickman";;
"606";"              ";"@@@@@";;"Hogarth";;
"607";"              ";"@@@@@";;"Holt";;
"608";"              ";"@@@@@";;"Holzwarth";;
"609";"              ";"@@@@@";;"Hubbard";;
"61";"               ";"@@@@@";;"Chung";;
"610";"              ";"@@@@@";;"Hunter";;
"611";"              ";"@@@@@";;"Husman";;
"612";"              ";"@@@@@";;"Hyland";;
"613";"              ";"@@@@@";;"Imburgia";;
"614";"              ";"@@@@@";;"Iser";;
"615";"              ";"@@@@@";;"Jackson";;
"616";"              ";"@@@@@";;"Jang";;
"617";"              ";"@@@@@";;"Jensen";;
"618";"              ";"@@@@@";;"Jonathan";;
"619";"              ";"@@@@@";;"Johnson";;
"62";"               ";"@@@@@";;"Clarke";;
"620";"              ";"@@@@@";;"Johnston";;
"621";"              ";"@@@@@";;"Joshua";;
"622";"              ";"@@@@@";;"Kalberer";;
"623";"              ";"@@@@@";;"Kaplan";;
"624";"              ";"@@@@@";;"Karpp";;
"625";"              ";"@@@@@";;"Katulski";;
"626";"              ";"@@@@@";;"Kemppainen";;
"627";"              ";"@@@@@";;"Kiefer";;
"628";"              ";"@@@@@";;"Kinsey";;
"629";"              ";"@@@@@";;"Klose";;
"63";"               ";"@@@@@";;"Cline";;
"630";"              ";"@@@@@";;"Kozlowski";;
"631";"              ";"@@@@@";;"Khudairi";;
"632";"              ";"@@@@@";;"Kuzupas";;
"633";"              ";"@@@@@";;"LaFleur";;
"634";"              ";"@@@@@";;"Lakomy";;
"635";"              ";"@@@@@";;"Land";;
"636";"              ";"@@@@@";;"Larson";;
"637";"              ";"@@@@@";;"Lauer";;
"638";"              ";"@@@@@";;"Lehnerd";;
"639";"              ";"@@@@@";;"Levanti";;
"64";"               ";"@@@@@";;"Colcord";;
"640";"              ";"@@@@@";;"Liu";;
"641";"              ";"@@@@@";;"Lowell";;
"642";"              ";"@@@@@";;"Loyola";;
"643";"              ";"@@@@@";;"Luka";;
"644";"              ";"@@@@@";;"Lumpkin";;
"645";"              ";"@@@@@";;"Maiden";;
"646";"              ";"@@@@@";;"Matthew";;
"647";"              ";"@@@@@";;"Mattocks";;
"648";"              ";"@@@@@";;"May";;
"649";"              ";"@@@@@";;"McCarthy";;
"65";"               ";"@@@@@";;"Collazo";;
"650";"              ";"@@@@@";;"McClelland";;
"651";"              ";"@@@@@";;"McEvoy";;
"652";"              ";"@@@@@";;"McGrath";;
"653";"              ";"@@@@@";;"McKay";;
"654";"              ";"@@@@@";;"Meehan";;
"655";"              ";"@@@@@";;"Merritt";;
