"1da556a9:4b30a97f:eac2b5a7:8868a926";"Alexis";;;;"DO NOT TRANSLATE"
"1da82a89:4c4e30a6:4b312bbc:07127d6a";"Save Min %s Units (125pts)";;;;
"1daa0c2e:4630971d:bae8a68d:c75b7639";"Display Minimap";;"Name of option";;
"1dadeb45:4fcf517b:7ad8f789:2e9d1c01";"Tremblay";;;;"DO NOT TRANSLATE"
"1dafa9fe:46d3bd31:1e77c2a3:b083b096";"As deployment points increase when you control command zones, the first team to reach the target score wins.\nTarget score decreases within time.";;"hint for game mode";;
"1db71ff3:4082f3e0:a08ee28d:6c5b773a";"Gouin";;;;"DO NOT TRANSLATE"
"1dbb6728:426de189:8271a99b:f11795bf";"BEO.PZ IIC";;;;"DO NOT TRANSLATE"
"1dc35f12:4a2de0da:40c15e85:bf9c2a72";"TRANSPORT";"Unit Info Panel Hint number 18";"Hint title for the display button in the Unit Info Panel";;
"1dc4f24d:4921b654:5af33dac:b92aa766";"Boscombe";;;;"DO NOT TRANSLATE"
"1dc62a10:41ec00fb:ac1dbc82:bbd5e986";"Leduc";;;;"DO NOT TRANSLATE"
"1dc8d12c:42cbd62e:aaf9bebf:914d598b";"Simon Fraser, 15th Lord Lovat, Scottish peer of the kingdom, was an Oxford graduate and a young reserve army captain when he was recalled in service in 1939. Posted in his clan's own regiment, the Lovat Scouts, he requested in 1940 a transfer to the newly created commandos. Attached to 4 Commando, he took part in the Lofoten (Norway) and Hardelot (France) raids. During the failed Dieppe landing, in 1942, now commanding 4 Commando, his unit was among the few to complete its objectives, then managed to reembark most of its men. When the 1st Special Service Brigade (aka Commando Brigade, for the commandos hated the SS acronym) was formed in 1944, Lord Lovat was appointed as its brigadier. Although coming in the second wave at Sword Beach, Lovat's commandos soon encountered tough resistance when penetrating inland to secure their objectives. Lovat famously landed with his piper Bill Millin playing the bagpipes against army regulations, for Lovat was of the opinion that the latter didn't applied to them Scotsmen ! Later in the day, Lovat and his men managed to reach Pegasus Bridge, two minutes and half late on schedule for which Lord Lovat apologized. Six days later, he was seriously wounded by friendly artillery fire, ending the war for him.";;;;
"1dc93a07:4d7a5ee0:b5b11d82:2553f03b";"HOLD CAHAGNES";;;;
"1dca3bad:45c93b7d:925a24a4:a12b8b7d";"Air assault";;;;
"1dceb88e:46bda0e6:d63edf85:061c57df";"(Secondary) DESTROY THE FLAK (%s guns remaining)";;;;
"1dd4a18a:494e9687:fddb62a6:3852cd10";"Grieg";;;;"DO NOT TRANSLATE"
"1dd828fa:4c56ac88:37e4949e:b6b25360";"Vehicles go faster on the road. It is advised to deploy motorised unit on road to quickly reach a strategic position.";;"The officer is introducing game mechanics to the Player";;
"1ddab4e6:42734882:52180594:51dcb063";"This plane is both a ground attack aircraft and a fighter: carrying bombs or rockets, it can engage ground targets, but is also more than able to fend for itself in a dogfight.";;;;
"1ddfc4be:4fb10a6e:5c1206b9:9e6941a4";"Complete the historical mission 'Operation Atlantic' with a friend.";"NEW_ACHIEVEMENT_DESC_2_12 ";"Description Atlantic";;
"1de0e8fe:4245b858:c2642fb0:caf398d0";"Clausen";;;;"DO NOT TRANSLATE"
"1de15962:4e3fd2ed:fc425a92:e22bf8d4";"L'ennemi est parvenu à reprendre le contrôle de la capitale danoise. Ce revers nous fait perdre les 50 points de moral gagnés à la libération de cette ville.";;;;"DO NOT TRANSLATE"
"1de4ffc1:4063af63:c9d8c3aa:1d165d98";"RECCE 30AU";;;;"DO NOT TRANSLATE"
"1de57b5a:40e1aa2e:8779028a:8b9b82de";"The higher morale, the more Victory points to reach for your opponent to defeat you during a battle.";;"Hint for moral in BG";;
"1de799a3:46ca2981:956849b6:3d09b140";"Day";;;;"DO NOT TRANSLATE"
"1dfb0348:4cd914b0:30ea949e:fa68f2ac";"ECM";;"Unit info panel";;
"1e03d19e:48482164:b8f29882:4dd8114a";"Brat";;;;"DO NOT TRANSLATE"
"1e043772:466df4ea:45977fb0:b39c79b9";"Skreien";;;;"DO NOT TRANSLATE"
"1e068bfa:4349a45d:609c0b83:29580f46";"1st Special Service Brigade";;;;"DO NOT TRANSLATE"
"1e06a9aa:4b31eeb7:5b3844b4:0436037b";"Beaulieu";;;;"DO NOT TRANSLATE"
"1e08482b:4a649195:861c5f90:84456d54";"M12 GMC";;;;"DO NOT TRANSLATE"
"1e0ef8d1:4f375dc4:b215739f:2f60d010";"Clerke";;;;"DO NOT TRANSLATE"
"1e15cc49:450d88bb:626109a3:a0d2b648";"Kampfgruppe Wisch";;;;"DO NOT TRANSLATE"
"1e1a8c28:436bf865:c9e07aad:86aa4b40";"BATTLEGROUP NAME";;"Editable text title";;
"1e1c49f9:4aaa898e:c7bea091:87f491cf";"Tchaadaïev";;;;"DO NOT TRANSLATE"
"1e24a80b:401b923a:4d78adbb:dd6d14ca";;;;;
"1e319993:4db12e76:84146ca9:e928a303";"Chartier";;;;"DO NOT TRANSLATE"
"1e3490b5:4352471e:7102cdad:979d5864";"CHANNEL MUTED [%1]";;"header for public channels muted in chat channels list";;
"1e35d846:4cdfa192:ea8e508b:d0655c05";"Mertin";;;;"DO NOT TRANSLATE"
"1e37abdf:4fd86c94:ee490c8d:6441564e";"Henge";;;;"DO NOT TRANSLATE"
"1e3e2c2e:485c1a3f:146d77af:24c2f02f";"Blanchet";;;;"DO NOT TRANSLATE"
"1e3f5b9e:46a40844:1b2ee4bb:f0ef9bbc";"The Jerries are waiting for us with anti-air, anti-tank guns, rocket launchers, and everything they have been able to gather.";;"Battlegroup creation : aide is explaining the available units to the Player - Tone is informative";;
"1e3f7285:4b9d4157:57d302a8:a48592af";"PAK 43 88mm";;;;"DO NOT TRANSLATE"
"1e453515:4883a5e9:d7faff93:7e6c2b7d";"SDKFZ 250/7";;;;"DO NOT TRANSLATE"
"1e48177e:40b3e1ee:513f9496:2b028cea";"Troops ready for deployment, sir. Just give the order to launch the offensive when you're ready.";;"Aide is telling that the game is ready to start";;
"1e4a6578:43b8f4ae:24cd24ac:5e33b527";"Selon les services de renseignement coréens, une partie de la 101e Airborne aurait été redéployée dans la péninsule. Notre objectif est atteint : ces troupes d'élite ne pourront pas intervenir sur un autre théâtre.";;;;"DO NOT TRANSLATE"
"1e500bf6:4b33ef74:dfff88ba:946eb355";"Tae ho";;;;"DO NOT TRANSLATE"
"1e554e40:4e653847:3e7ef38f:9d39b4d7";"Tools Programming";;;;
"1e56ea1a:487fca06:37585583:40271d88";"SPW 202(e)";;;;"DO NOT TRANSLATE"
"1e5d53fd:4721e559:9e97d9a9:efb61151";"Tomic";;;;"DO NOT TRANSLATE"
"1e66a249:4c2ba55c:a873e9ab:cf11233a";"Power Rangers";;;;
"1e713167:4aed58e8:c7875692:0764df92";"Keith";;;;"DO NOT TRANSLATE"
"1e74a328:43b18ec8:02631092:4d40b9db";"Maurice";;;;"DO NOT TRANSLATE"
"1e7eb3bb:47f588ba:3d5f938e:363ed45c";"Wojcik";;;;"DO NOT TRANSLATE"
"1e80277f:4c5069ce:b70fb8af:282b9523";"Renforts terrestres";;;;"DO NOT TRANSLATE"
"1e865805:4b782d64:c66ae19c:11e88f2b";"Myrland";;;;"DO NOT TRANSLATE"
"1e883812:41579094:758d7998:bb1d7eb5";"Aasen";;;;"DO NOT TRANSLATE"
"1e9205b5:451fe571:24e7b7ad:21ce595f";"BRO relies mostly on two assets : its all veteran or even elite infantry force (including regimental supports surch as mortar, bazookas, light AT guns, …) and its rôle as an assault division. Strong in Phase A, it can deploy special assault teams and some armored vehicles, supported by the US Navy's firepower, but is missing most recon elements. Phase B brings no economy boost nor more tanks, but some support weapons to hold the ground until more economy and fresh troops are brought in in Phase C to make up for the earlier losses.";;;;"DO NOT TRANSLATE"
"1e99bc75:4f0fac38:a36ed685:b3f02ff9";"Nelson";;;;"DO NOT TRANSLATE"
"1e9b7a16:46665079:3a937096:26dfeaa7";"PZH. LORRAINE(f) 105mm";;;;"DO NOT TRANSLATE"
"1e9e1fd7:4d490e1f:003c6d98:8dada3c6";"Invasion de Taïwan";;;;"DO NOT TRANSLATE"
"1e9fdc72:4835a6c7:214c33b7:ad4fb35e";"Ikeyama";;;;"DO NOT TRANSLATE"
"1ea00b26:4058df54:3e346d92:ab4f89fb";"Halas";;;;"DO NOT TRANSLATE"
"1ea6f6d5:43645ae7:bea017a5:b7368d46";"Fuller";;;;"DO NOT TRANSLATE"
"1ea84f05:4ea0f2dc:15499cbc:332a1b68";"199th Light Brigade";;;"26";"DO NOT TRANSLATE"
"1eaa45db:40690a57:9d6eac88:9268f3a8";"Unsaved changes";;"Title of the back modal window";;
"1eb5ac69:48e46ed6:a0d04690:11de7a33";"Dunter";;;;"DO NOT TRANSLATE"
"1ebca029:4c60470e:ed54ae80:56b674c3";"Molander";;;;"DO NOT TRANSLATE"
"1ebe0733:497c3230:76c9ed84:247d3d6d";"Si";;;;"DO NOT TRANSLATE"
"1ebeb262:4ad9d5ff:c28b1ca5:0faa6bd8";"Jorgensen";;;;"DO NOT TRANSLATE"
"1ebf2a8c:4ce5c508:dfcd6a80:4ad41902";"OUTCOME";;"End game screen";;
"1ec1d21f:47f1ae9a:e0a518a5:0256e329";"Loof";;;;"DO NOT TRANSLATE"
"1eca18ba:4ed9a253:5270c0bf:2d6aef25";"TAKE BACK MONT ORMEL (%s)";;;;
"1ed0674b:4b1b52a1:7f09f392:5f669e73";"Le Pacte entre dans Copenhague";;;;"DO NOT TRANSLATE"
"1ed51832:4025efe2:83be5ea0:fed86af3";"Enckell";;;;"DO NOT TRANSLATE"
"1ed5691e:4f417a8a:9acee3a9:291bb650";"90th Infantry Division";;;;"DO NOT TRANSLATE"
"1ed7e974:44e82aeb:9bc64ab9:3d7e2c99";"Burgoyne";;;;"DO NOT TRANSLATE"
"1ed9104f:4704e9b4:c7ec2b8c:c0e66d7b";"Soutien au pouvoir capitaliste";;;;"DO NOT TRANSLATE"
"1edbbb37:404a7d6f:1fe770a0:18460814";"Black";;;;"DO NOT TRANSLATE"
"1ede75a7:46b18185:a63c60ab:6b496880";"Demi-Brigade SAS";;;;"DO NOT TRANSLATE"
"1ee15e7a:4080c4ab:a98f18ae:a1050d80";"MORRIS LRC";;;;"DO NOT TRANSLATE"
"1ee4619f:4c85b8b5:ee71108a:56e8fc25";"Ŏm";;;;"DO NOT TRANSLATE"
"1eedc1d0:4cae93d9:d4fa7497:d438f4d1";"Medium";;"Natural income rate in conquest mode";;
"1ef068f5:40747b86:875c6aa4:4c10e0f3";"Havelka";;;;"DO NOT TRANSLATE"
"1f012e3f:41935085:d5ffbc9e:18777da8";"Choisir Grishin";;;;"DO NOT TRANSLATE"
"1f012e71:40123ec4:3bfc00af:6ece59e9";"Efficient against vehicles, they are less usefull against infantry. ";;;;
"1f026eb8:428788c1:043995a3:5387c609";"Breaching (No firing)";;;;
"1f0666af:4f3fb9c9:287fbb89:39527259";"Password not valid.";;"Message in modal window";;
"1f068f35:4b238d54:cf6ecd9e:011c0fb1";"Andreassen";;;;"DO NOT TRANSLATE"
"1f12a1fb:4e8ca3e3:b3156894:5d2d8838";"#Arialbold{AMERICANS}:\n\n#Arialbold{26th Infantry Regiment} : this force regroups a full infantry battalion with its support weapons, all from the elite « Big red One », as well as some armored cavalry elements.\n\n\n#Arialbold{GERMANS}:\n\n#Arialbold{Panzeraufklärungs-Abteilung 2} : with only two companies of armored infantry and scouts, supported by a handful of armed half-tracks, this force is the underdog. Only a skillfull use of every single vehicle, as well as the ability to give up ground slowly will prevent the enemy from breaking through.";;;;
"1f18999e:4c040617:721e539b:7c8aeed5";"Ammo storage hit";;;;
"1f19e83d:4726eafd:ecfb9bb6:911e0302";"Romanik";;;;"DO NOT TRANSLATE"
"1f1b810d:486e105f:7aa9c2ab:7f614ef7";"Serre";;;;"DO NOT TRANSLATE"
"1f1bba06:450b78ec:ad59eebf:803d09d2";"Alexei";;;;"DO NOT TRANSLATE"
"1f1e43df:40d444dd:f9f559a8:3b19e48e";"GrW. 50mm";;;;"DO NOT TRANSLATE"
"1f21bae7:4be68d54:6b95a981:0eb1c2e7";"Project Marketing Managers";;;;
"1f2b4ae3:4289725b:37dbbca2:4f9964e7";"Waiting for other players";;"Strategic Map";;
"1f345e34:499735c2:4952f3ba:5625c234";"or lose Hill 112 before too long.";;"An officer is explaining the military situation to the player - Tone is military and informative";;
"1f38c621:4a086ce3:3c3b6187:51e946f1";"Ignoring enemy defenses along the coast, the relief column kept its combat pace despite enemy fire and bombardment, to the amazement of the Germans who called it a « #Arialbold{crazy march} ».\n\nBut were the Germans couldn't stop or even slow down the relief column, conflicting orders and rumors did. The column's commander, upon being told that a German counter-attack had wiped out the Omaha beachhead and that Panzers were coming on his back, refused to abandon his mission but couldn't entirely dismiss the news. Halting his column, he went on a personal reconnaissance back to Vierville, where he learned that no German Panzer had been seen.\n\nBeing too late to keep marching in the dark, the column only resumed its advance on the next morning, reaching the survivors at the #Arialbold{Pointe du Hoc} on D-Day +2. There, decimated and out of ammo, the surviving Rangers had resolved to use German machine-guns to defend themselves, prompting tragic friendly-fire incidents when the relief column arrived and fired at « German MG nest ».\n\nOut of the 225 Rangers who assaulted the Pointe, only about 90 were still able to fight, and out of them, just 51 unscathed.\n\nHow did #Arialbold{YOU} fare ?";;;;
"1f38f48e:468c3aea:4dc4e790:27770de3";"PANZERWERFER";;;;"DO NOT TRANSLATE"
"1f39e448:44882420:9f3915b9:8f3a848c";"TATIANA";;"Zone name PACT";;"DO NOT TRANSLATE"
"1f427571:4526ea6a:d596adb7:1feec6de";"Ellingsen";;;;"DO NOT TRANSLATE"
"1f4f05a6:40213e71:1e8a9082:54e6b922";"Guzman";;;;"DO NOT TRANSLATE"
"1f533a68:42e1557f:8f9fc3bb:0678eeb0";"User Research Participant Coordinator";;;;
"1f5a372f:49d99885:5ae1af88:791d9259";"Sobota";;;;"DO NOT TRANSLATE"
"1f5c025a:4410cb89:b8ecbcb7:54ff5f28";"L'Atlantique Nord est bloquée pour les déploiements ce tour.";;;;"DO NOT TRANSLATE"
"1f5c596c:4621f4c4:0ec6b0bb:8573cdc9";"Juliusz";;;;"DO NOT TRANSLATE"
"1f5f6faa:4622916b:46ebf086:9ec784ae";;;;;
"1f72bec7:49e167ba:c44e87b2:c0f0b329";"Harvan";;;;"DO NOT TRANSLATE"
"1f75d3a8:46349145:eec248ad:4f170e30";"Agents infiltrate designated circles in order to increase the level of chaos, while military forces are put on alert … ";;;;"DO NOT TRANSLATE"
"1f7a6bf3:46edb392:f959e7b0:072119df";"Great job! The #coloredtext5{ENEMY} section has been neutralised #egrenadierk !";;"The officer is congratulating the Player- Tone is enthusiastic";;
"1f7b9c04:4f2727a3:0124f0b4:1a018c6e";"Simonsen";;;;"DO NOT TRANSLATE"
"1f7edf48:4884d31e:1fee1c84:8fd6bd71";"Groupe aéronaval Invincible";;;;"DO NOT TRANSLATE"
"1f826cdb:4e3716f9:f45db691:582d740f";"BATTLEFIELD";;"name of game parameter";;
"1f82bdb5:4e90ab32:4731a0ba:52f651f6";"Gitae";;;;"DO NOT TRANSLATE"
"1f855644:495ec208:3c2ceeb5:f80b6eba";"Cancel";;;;"DO NOT TRANSLATE"
"1f8f0678:4eec555e:51a78fa1:c60dba58";"Nilsen";;;;"DO NOT TRANSLATE"
"1f91e028:4ecdbc83:114fe294:ff188f85";"GRAINVILLE";;;;"DO NOT TRANSLATE"
"1f949a7f:43ea3d0b:6caa9985:70c36eb9";"Rodin";;;;"DO NOT TRANSLATE"
"1f99c2dc:4e1d862a:0a5fa7a8:1054fe39";"Youmans";;;;"DO NOT TRANSLATE"
"1f9a93b1:482d303f:fc7a67b3:05219abe";"Réponse Pacte (Oui)";;;;"DO NOT TRANSLATE"
"1fa34800:4915eec0:9d2c0c84:2159e3cf";;"Hint of action bar button";;;
"1fad20e8:4d0c4c6c:9df5299e:3e54805f";"Press Y + left click on the map to disembark the transport unit's passengers at a given location.";;"Game Tip as hint for the loading screen";;
"1fb22621:41fb1adf:b1c0c9b7:f6d4c7bb";"-";;"Text on button to reduce the size of the font";;"DO NOT TRANSLATE"
"1fb34a4c:4491bf2a:e8916394:8c5c8637";"105mm Tir d’efficacité";;;;
"1fb96da1:4999e4a6:1b849bb4:2cf8411c";"Description 227th Infantry Brigade operation Bluecoat";;;;"DO NOT TRANSLATE"
"1fbe0540:4606fcdd:899a3280:46363dd9";"Pettersen";;;;"DO NOT TRANSLATE"
"1fc56a06:4bda27f7:4d06b38e:581f1461";"Game did not terminate properly. Do you want to disable all mods to avoid interferences ?";;;;
"1fc6d483:4c45567f:ea4f909c:fedb3529";"Allow you to field new units from any reinforcement zone under your control.";;;;
"1fca3f95:4606b060:f92bffa1:a9c6312b";"Scenarios";"Filter in the game room list";;;
"1fcce091:43832e9b:2a76798e:34f6231e";"Our Kampfgruppe is in the most advanced position and closest to the landing zone.";;"An officer is explaining the military situation to the player - Tone is military and informative";;
"1fcd8cb8:452e1b62:3e31dc9e:9c281c1b";"Aslin";;;;"DO NOT TRANSLATE"
"1fce9c43:4cebd5d9:f2004b8b:759edc9a";"LW MORTIER 50mm";;;;"DO NOT TRANSLATE"
"1fd4dc06:422a6b55:9fa22c8e:0c2ae9a0";"Ulanowski";;;;"DO NOT TRANSLATE"
"1fd73f8a:409295bc:7d28dca5:cb2b8e88";"Don't bring your transport too close to the enemy: if destroyed, its passengers will be killed too!";;"Game Tip as hint for the loading screen";;"DO NOT TRANSLATE"
"1fda5199:4832d67e:c0da3881:50478629";"Guinea";;"Country name choice during account creation";;
"1fda8c48:4a296cbc:e25a1f83:8716d91d";"Les Britanniques et les Hollandais ont rompu nos lignes en Allemagne du Nord. Nos positions autour d'Hambourg sont compromises.";;;;"DO NOT TRANSLATE"
"1fe12081:43752607:fcc045a7:a4cdb5f8";"Rodriguez";;;;"DO NOT TRANSLATE"
"1fe13124:481eeae0:a69824b5:1d409af6";"Papua New Guinea";;"Country name choice during account creation";;
"1fe3587e:4d5b37f7:9aee7995:9acd1444";"We will need backup to turn that situation to our advantage.\nCall in the other #coloredtext4{CMD M4A1} at your disposal.";;"The officer is giving tactical advices to the Player";;
"1fe571d2:426191c1:622d83b6:9f8dc908";"CONQUEST";;"Hint title for the image in the game room list, for the conquest mode";;
"1fe64132:4f8717c7:f5acd899:de88a98c";"A citizen-soldier attracting bullets like a magnet but always cheating death, the « One-Armed Man » fight the SAS way : using stealth to strike fast and hard, then retreating to safety.";;;;
"1fe75f51:4d6f4ee7:c91fd1a8:8eb1116b";"Assistant Producers";;;;
"1fe775f1:4059b5a7:ce7f65b8:f3cf2cb4";"Lw-s.MG 271(f)";;;;"DO NOT TRANSLATE"
"1fe9279e:4ad77619:96a05499:a9707560";"Rapport météo";;;;"DO NOT TRANSLATE"
"1feaad28:4676f59c:32d912b7:32cbee2a";"Disconnected from game.";;;;
"1feeb66b:454e1256:5c5e6e98:e62be4c8";"Tongbang";;;;"DO NOT TRANSLATE"
"1feec3c3:432db480:9a88febc:b3f230e2";"Sainte-Mère-Eglise Alternative";;;;"DO NOT TRANSLATE"
"1ff1a9e5:45423636:fc679297:c2ab793b";"Drux";;;;"DO NOT TRANSLATE"
"1ff3692c:40370b35:1c054c81:f1144f30";"One enemy left! Keep quiet!";;"The officer is warning the Player";;
"1ff99288:4f23361f:f4dfd48d:47025f7f";"Wŏn";;;;"DO NOT TRANSLATE"
"1ff9d19e:482d8360:c0a8fb9a:56517644";;;;;
"1ffaa151:4ffb9e96:880e75ad:c3f8a5dd";"CLEAR THE WAY";;;;
"1ffdeb9e:4de2eb2e:0726a984:3fb26dc1";"In the case of anti-tank weapons, their AP value increases by one each time they close by 100m on their target.";"Unit Info Panel Hint number 12";"Hint extended for the weapon range in the Unit Info Panel";;
"1fff3e3d:47e241cf:cc14a0a0:115e5f97";"Elder";;;;"DO NOT TRANSLATE"
"2006f2f6:4faf845d:2d35df85:ab22234c";"Engen";;;;"DO NOT TRANSLATE"
"200a51ab:41b68443:347ab2a8:17e4a8a0";;;;;
"200c3dc4:43d75aeb:f2a087a3:c2e49504";"Kudelka";;;;"DO NOT TRANSLATE"
"20103705:408011ed:db06d8ac:c3eaf678";"Hakmyeon";;;;"DO NOT TRANSLATE"
"2017c0bc:4c2c1b21:edb083b9:a8825e0f";"Chichkanov";;;;"DO NOT TRANSLATE"
"20304a85:4274137c:8431b2a6:d3646ae1";"Imaoka";;;;"DO NOT TRANSLATE"
"2036af84:4f4b2a91:d5054b99:490018af";"Souvorov";;;;"DO NOT TRANSLATE"
"2039fb67:4c282cde:d409fe95:06f74e35";"RECCE 30 ASSAULT UNIT";;;;"DO NOT TRANSLATE"
"203b8339:4c107a8e:69dd20ae:e5ef7fc0";"CMDO K-GUN";;;;"DO NOT TRANSLATE"
"203cdaa7:48dac8a3:33714a91:d1a0c161";"Staer";;;;"DO NOT TRANSLATE"
"2043a505:4b8e629b:307253ae:8452cb5b";"Air";;;;
"204ce8a1:47e8d03b:d13be7a6:ce90771f";"Text Presentation scen3";;;;
"20507cb8:4c063fb1:58868a90:1b86cedc";"736. Grenadier-Regiment";;;;"DO NOT TRANSLATE"
"20522a20:4a56914c:4f9ce4bb:e01d83d6";"Business Evangelist";;;;
"2053ba08:4cdecce9:006a5785:2321432f";"HOLD LA LONDE (%s)";;;;
"205b79e9:4f328c7e:540974bb:342082ed";"It’s a bloody alarm! That goddamned German ME 109 G0 fighter #eme109 came back!";;;;
"205bdc2f:4e63bf75:4d2f7faf:d8e3d60c";"Lacroix";;;;"DO NOT TRANSLATE"
"205ee656:46d64c59:f4563e87:a451e54f";"The enemy team owns %1%% of the conquest points needed to win.";;;;
"20644060:4bca383a:64a81495:8fce391a";"Cannot create game room with spectator mode activated";;"Message of modal window";;
"2068f6b8:4489c910:48b28489:2289c28a";"Completed with errors. Press Close to close this window.";;;;
"206967f3:4abbabc8:97532983:076fb239";"RESULT";;"Save/Replay panel - column header";;
"206ba290:429327d8:6f5a1887:8f9dbf74";"McCoy";;;;"DO NOT TRANSLATE"
"206c2899:49fff49e:c93985bf:76b6ea06";"Players";;"End game screen";;
"206df91f:423b5ef2:f1bd90b3:c1fc1db4";"Failed to load your save.";"Text of the message occuring when loading fails (used for saves and replays).";"Message in modal window";;
"206e1e4b:4ba46f19:82f8ba95:2dbb401b";"Hint entete description 116th Infantry Regiment";;;;
"206f3aad:40f3e403:53f79bb9:20b400cd";"Switch to bullet time";;;;
"20732e1c:4466fc66:a3627db8:94087ee1";"AB PARAS";;;;"DO NOT TRANSLATE"
"207dc00d:42a9553a:9bd20981:fb6dcb24";"Rocket";;;;
"207e8a18:427edbde:0cff0486:40bd4bfb";;"Unit Info Panel Hint number 15";"Hint extended for the unit speed level in the Unit Info Panel";;
"208e6257:4d1563d7:97c614bc:f4dbe0d0";"ETA dans 5 jours";;;;"DO NOT TRANSLATE"
"208ee9d3:4f5712c6:9201de90:210b4e42";"PANZER III H";;;;"DO NOT TRANSLATE"
"209d5af1:40a1788e:7bb2c186:16c518af";"Cornelius";;;;"DO NOT TRANSLATE"
"209daab5:4ad35d7f:e0b1609f:95b74bb0";;;;;
"20a1c91e:40fc6f46:2601f785:232ec70f";"Loberg";;;;"DO NOT TRANSLATE"
"20a7609a:4579a8c0:a4748094:9d01b213";"Ochwat";;;;"DO NOT TRANSLATE"
"20ae59b4:4ba684f9:9838bdaa:923ca636";"Vind";;;;"DO NOT TRANSLATE"
"20b1c906:4688f861:b69542b0:5048bab0";"Flogard";;;;"DO NOT TRANSLATE"
"20b35224:477fadd7:e2b9f0bd:1bd68c1b";"Press Y + left click on the map to disembark the transport unit's passengers at a given location.";;;;
"20bff3d1:448c6fe9:b1521886:e8d54ea6";"Artillery: MLRS";"titre";;;
"20c012b2:45db6561:916aec83:ff29c31e";"Paquin";;;;"DO NOT TRANSLATE"
"20c02759:49fe7b4f:5b8a6384:033b75a4";"The line is mostly holding, mein Herr. If we can ensure that no more enemy units get through, retaking the bridge shouldn't prove too difficult.";;"Aide is encouraging the player - Tone is encouraging";;
"20c99be8:455652f6:21f79bbc:55841c19";"The error report is now being sent (attempt %1 of 3)…";;;;
"20ce1f2c:4e26df46:638267a9:3a885c36";;"Unit Info Panel Hint number 5";"Hint extended for the weapon texture in the Unit Info Panel";;
"20d1b1a6:43db19a4:ce779f90:cef62a19";"Vous n'êtes pas parvenu à conserver le contrôle de la capitale suédois et vous perdez les 75 points de moral gagnés initialement.";;;;"DO NOT TRANSLATE"
"20d34a6b:4ea635f4:07bcceb8:6735a0dc";"CANCEL";;"Strategic Map Battle";;
"20d3b530:401ab9e2:90ea13b0:ba4dbce8";"Neutralise the ME 109 G0.";;;;
"20d41b52:4c26b29e:7944e897:483e0de5";"Vous avez échoué à empêcher le débarquement des divisions américaines. L'ennemi va lancer une contre-offensive massive et nos troupes sur place vont payer le prix de votre incompétence.\n\nLe KGB soit entendre vos explications sur les raisons de cette défaite.";;;;"DO NOT TRANSLATE"
"20d69121:420b7a99:72a67489:28a5f331";"Jiāng";;;;"DO NOT TRANSLATE"
"20d6b82c:4d439e27:0a6613b1:562d71b9";"Error reports were delivered successfully.";;;;
"20daf172:4c1fa9c8:4802f48d:ea6c3a43";"AUDIO";;"Title of action bar button - MAX 11 CHARACTERS";"11";
"20e0b111:4ff21368:087052b2:16243d05";"%1 missiles";;"Unit info panel";;
"20e59f47:458a8408:b90d5694:0e4a9fd9";"Wierzbicki";;;;"DO NOT TRANSLATE"
"20e6e075:4066f4cd:c74011aa:460c7bc1";"Zaborowski";;;;"DO NOT TRANSLATE"
"20e8647e:4d6adff7:7b242697:238b53fa";"Very High";"Various video quality settings";"Option Panel";;
"20e9a56a:49598123:5a109f9b:270bebcd";"OPEN BATTLEGROUP LIST";;"Hint title for the decks button in the lobby";;
"20ed817e:4003cb75:54dcf8aa:37c61717";"Crew knocked out";;;;
"20f20b05:4622dd78:d48008a3:c230b314";"Display the Line of Sight under the cursor.";;;;
"20f3bfba:48a4d306:6fdc279e:7fff6de2";"Bethune";;;;"DO NOT TRANSLATE"
"20f64a98:4a4844db:9f9ba283:25655a2b";"Kolstad";;;;"DO NOT TRANSLATE"
"20f70636:4311ad59:60436184:28559767";"Trait: [NPLM] Napalm";"titre";;;
"210416e0:47b08be1:d3b278a5:6b028d28";"Wang";;;;"DO NOT TRANSLATE"
"21080863:4eccd40c:d6cf37a0:84d752ed";"LIGHT ROCKET";;;;
"210c7491:42f7ab8e:b223ee82:2b97d3ad";"600mm Tir d'alerte";;;;
"210ca68d:4d1fa7e5:b381039c:499aa5a0";"Olin";;;;"DO NOT TRANSLATE"
"210dc936:4633d2ad:0e359a94:a4e3ef6b";"Witt enlisted in the SS as early as 1933 and fought during the campaign of Poland and France with the SS 'Deutschland' regiment, steadily rising through the ranks. But it was in Greece, then a battalion commander that he distinguished himself most, breaking through the Klidi pass and opening the way to the Greek heartland. Still with his regiment, now part of SS division 'Das Reich', he took part in the Russia campaign, especially at Rostov & Karkhov, earning more promotions. Given command of the newly formed 12. SS-Panzerdivision in August 1943, he built and trained it for almost a year. But he wasn't given the opportunity to lead it in combat: barely a week after arriving in Normandy with his division, he was killed on June 14th, 1944, in an allied naval bombardment just outside his HQ.";;;;
"210dd09c:4bd0d321:e5d8d99f:d330adae";"The Sd.Kfz 250/9, with its 20mm auto-cannon, is deadly against infantry and light vehicles, but it must be kept away from enemy tanks.";;"Battlegroup creation : aide is explaining the available units to the Player - Tone is insisting";;
"210ea87a:4ce7c01a:f64cbabd:8883c4d7";"Wacha";;;;"DO NOT TRANSLATE"
"2110bd20:4e291a0b:f4946fbe:08266baf";"Recueillir les informations";;;;"DO NOT TRANSLATE"
"2115dc92:46fe8e66:6a4f138b:3b80fc52";"Troupes de sécurités indisponibles définitivement et le déploiement de la 6e DBL repoussé au 12e tour.";;;;"DO NOT TRANSLATE"
